Name,Completeness,Contamination,Contig_Number,Contig_Names,Contig_Lengths,Contig_Depths,Avg_Depth,Coding_Density,Average_Gene_Length,Genome_Size,GC_Content,Total_Coding_Sequences,classification,closest_genome_reference,closest_placement_ani,closest_placement_af,classification_method,note,"other_related_references(genome_id,species_name,radius,ANI,AF)",warnings,Sample_Name,MAG_Identifier,class_tree_mapped
complete.14,99.99,0.02,1,contig_39,3525383,50,50,0.873,367.2830053667263,3525383,0.37,2795,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,,,,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCF_017347605.1, s__Prevotella herbatica, 95.0, 91.66, 0.757; GCF_000373185.1, s__Prevotella paludivivens, 95.0, 90.91, 0.721; GCF_018053665.1, s__Prevotella sp018053665, 95.0, 89.37, 0.76; GCA_018054505.1, s__Prevotella sp018054505, 95.0, 87.72, 0.6",Genome not assigned to closest species as it falls outside its pre-defined ANI radius,bc2115,complete.14,3.0
complete.10,99.97,0.62,1,contig_3,2839784,98,98,0.895,325.54524539877303,2839784,0.6,2608,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acetobacter;s__Acetobacter peroxydans,GCF_006539345.1,98.0,0.907,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,"GCF_000613285.1, s__Acetobacter papayae, 95.0, 87.18, 0.617; GCF_026239995.1, s__Acetobacter suratthaniensis, 95.0, 86.39, 0.596",,bc2115,complete.10,4.0
complete.6,99.97,0.17,1,contig_169,3058728,21,21,0.851,300.1844559585492,3058728,0.46,2895,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus paracasei,GCF_000829035.1,98.47,0.862,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,,,bc2115,complete.6,6.0
complete.26,99.96,0.04,1,contig_743,3885494,18,18,0.872,360.36624203821657,3885494,0.39,3140,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__JAAYUD01;s__,,88.14,0.64,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,bc2115,complete.26,3.0
complete.16,99.75,0.93,1,contig_452,3160857,94,94,0.872,309.4059139784946,3160857,0.39,2976,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Pectinatus;s__Pectinatus frisingensis,GCF_015732285.1,98.18,0.83,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,,,bc2115,complete.16,2.0
metabat2.8,100.0,0.44,2,"contig_1151, contig_1152","4688755, 895768","44, 47",45,0.869,327.46523848019405,5584523,0.61,4948,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas testosteroni_G,GCF_030505195.1,97.85,0.865,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,"GCF_000761245.1, s__Comamonas testosteroni_C, 95.0, 94.65, 0.809; GCF_000241525.1, s__Comamonas testosteroni, 95.0, 94.45, 0.835; GCF_014076415.1, s__Comamonas testosteroni_F, 95.0, 93.95, 0.804; GCF_000964545.1, s__Comamonas thiooxydans, 95.0, 93.9, 0.812; GCF_008326825.1, s__Comamonas testosteroni_H, 95.0, 93.51, 0.791; GCF_000739375.1, s__Comamonas testosteroni_B, 95.0, 92.5, 0.77; GCF_011752915.1, s__Comamonas sp011752915, 95.0, 91.87, 0.739; GCF_009360615.1, s__Comamonas sp009360615, 95.0, 91.01, 0.717; GCA_019236485.1, s__Comamonas sp019236485, 95.0, 87.25, 0.428; GCF_030064165.1, s__Comamonas sp030064165, 95.0, 86.44, 0.453; GCA_008727115.1, s__Comamonas testosteroni_E, 95.0, 86.11, 0.503; GCA_031277805.1, s__Comamonas sp031277805, 95.0, 85.83, 0.462; GCF_002754475.1, s__Comamonas sp002754475, 95.0, 85.51, 0.506; GCF_012844455.2, s__Comamonas suwonensis, 95.0, 85.04, 0.459; GCA_003569915.1, s__Comamonas testosteroni_D, 95.0, 84.58, 0.403; GCF_019186805.1, s__Comamonas fluminis, 95.0, 84.43, 0.392; GCF_001544075.1, s__Comamonas terrae, 95.0, 83.98, 0.328; GCF_900564145.1, s__Comamonas sp900564145, 95.0, 83.6, 0.336; GCA_014637085.1, s__Comamonas phosphati, 95.0, 83.38, 0.291; GCF_019355935.1, s__Comamonas sp019355935, 95.0, 82.58, 0.317",,bc2115,metabat2.8,1.0
metabat2.21,100.0,0.4,3,"contig_13, contig_4, contig_6","583734, 2003006, 1932684","35, 36, 40",37,0.883,325.1657310226996,4519424,0.65,4097,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Gluconacetobacter;s__Gluconacetobacter dulcium,GCF_014174165.1,96.27,0.762,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,"GCF_003350405.1, s__Gluconacetobacter liquefaciens, 95.0, 93.6, 0.741; GCF_014174395.1, s__Gluconacetobacter aggeris, 95.0, 88.39, 0.552; GCF_014174275.1, s__Gluconacetobacter takamatsuzukensis, 95.0, 88.38, 0.595; GCF_014174215.1, s__Gluconacetobacter tumulicola, 95.73, 88.28, 0.551; GCF_014174375.1, s__Gluconacetobacter asukensis, 95.8, 88.1, 0.546; GCF_025994535.1, s__Gluconacetobacter sacchari, 95.0, 86.82, 0.44; GCF_000021325.1, s__Gluconacetobacter diazotrophicus, 95.0, 82.87, 0.249; GCF_025994435.1, s__Gluconacetobacter johannae, 95.0, 82.25, 0.224; GCF_025994355.1, s__Gluconacetobacter azotocaptans, 95.0, 81.85, 0.184; GCF_014174155.1, s__Gluconacetobacter tumulisoli, 95.0, 81.09, 0.167",,bc2115,metabat2.21,4.0
metabat2.7,100.0,0.58,3,"contig_12, contig_15, contig_2","1372076, 119706, 3068970","57, 54, 50",53,0.883,325.7611434108527,4560752,0.65,4128,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Gluconacetobacter;s__Gluconacetobacter dulcium,GCF_014174165.1,98.19,0.866,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,"GCF_003350405.1, s__Gluconacetobacter liquefaciens, 95.0, 94.37, 0.769; GCF_014174275.1, s__Gluconacetobacter takamatsuzukensis, 95.0, 88.35, 0.594; GCF_014174215.1, s__Gluconacetobacter tumulicola, 95.73, 88.2, 0.557; GCF_014174375.1, s__Gluconacetobacter asukensis, 95.8, 88.18, 0.545; GCF_014174395.1, s__Gluconacetobacter aggeris, 95.0, 88.12, 0.56; GCF_025994535.1, s__Gluconacetobacter sacchari, 95.0, 87.18, 0.434; GCF_000021325.1, s__Gluconacetobacter diazotrophicus, 95.0, 83.34, 0.255; GCF_025994435.1, s__Gluconacetobacter johannae, 95.0, 82.07, 0.221; GCF_025994355.1, s__Gluconacetobacter azotocaptans, 95.0, 81.97, 0.178; GCF_014174155.1, s__Gluconacetobacter tumulisoli, 95.0, 81.2, 0.17",,bc2115,metabat2.7,4.0
metabat2.2,100.0,0.26,3,"contig_2537, contig_717, contig_718","351852, 1368385, 1984142","22, 16, 19",19,0.872,301.4570869443668,3704379,0.38,3577,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter modestus,GCF_014636095.1,,,taxonomic classification defined by topology and ANI,topological placement and ANI have incongruent species assignments,"GCF_014636095.1, s__Acinetobacter modestus, 95.0, 96.91, 0.838; GCF_002165255.2, s__Acinetobacter sp002165255, 95.0, 94.94, 0.768; GCF_027105055.1, s__Acinetobacter sp027105055, 95.0, 94.21, 0.797; GCA_913777945.1, s__Acinetobacter sp913777945, 95.0, 92.31, 0.381; GCF_022549495.1, s__Acinetobacter sp003987695, 95.0, 88.62, 0.622; GCF_000374425.1, s__Acinetobacter tjernbergiae, 95.0, 88.54, 0.617; GCF_000368025.1, s__Acinetobacter parvus, 95.0, 86.26, 0.372; GCF_000369005.1, s__Acinetobacter beijerinckii, 95.0, 84.98, 0.41; GCF_023702675.1, s__Acinetobacter sp011753255, 95.0, 84.96, 0.367; GCF_000400715.1, s__Acinetobacter sp000400715, 95.0, 84.85, 0.373; GCF_000369525.1, s__Acinetobacter sp000369525, 95.0, 84.67, 0.366; GCF_000369805.1, s__Acinetobacter sp000369805, 95.0, 84.67, 0.342; GCF_023702715.1, s__Acinetobacter sp023702715, 95.0, 84.63, 0.346; GCF_000369485.1, s__Acinetobacter dispersus, 95.0, 84.61, 0.362; GCF_000367945.1, s__Acinetobacter proteolyticus, 95.0, 84.56, 0.363; GCF_000369405.1, s__Acinetobacter sp000369405, 95.0, 84.56, 0.36; GCF_013072695.1, s__Acinetobacter sp013072695, 95.0, 84.44, 0.372; GCF_000413935.1, s__Acinetobacter colistiniresistens, 95.0, 84.29, 0.353; GCF_000368765.1, s__Acinetobacter junii, 95.0, 84.25, 0.342; GCF_000413855.1, s__Acinetobacter gyllenbergii, 95.0, 84.23, 0.347; GCF_000368585.1, s__Acinetobacter venetianus, 95.0, 84.07, 0.368; GCF_024582815.1, s__Acinetobacter sp000369645, 95.0, 83.86, 0.325; GCF_014635885.1, s__Acinetobacter vivianii, 95.0, 83.6, 0.311; GCF_900406815.1, s__Acinetobacter haemolyticus_A, 95.0, 82.89, 0.297; GCA_008017255.1, s__Acinetobacter sp008017255, 95.0, 82.87, 0.154; GCF_014635545.1, s__Acinetobacter courvalinii, 95.0, 82.79, 0.268; GCF_030053775.1, s__Acinetobacter sp030053775, 95.0, 82.65, 0.252; GCF_000369065.1, s__Acinetobacter haemolyticus, 95.0, 82.58, 0.271; GCF_008630915.1, s__Acinetobacter sp008630915, 95.0, 82.52, 0.278; GCF_022549355.1, s__Acinetobacter sp022549355, 95.0, 82.37, 0.283; GCF_000369505.1, s__Acinetobacter sp000369505, 95.0, 82.11, 0.266; GCF_004208515.1, s__Acinetobacter halotolerans, 95.0, 82.09, 0.267; GCF_000805455.1, s__Acinetobacter sp000805455, 95.0, 81.37, 0.203",,bc2115,metabat2.2,1.0
metabat2.33,98.96,0.2,10,"contig_121, contig_183, contig_2591, contig_589, contig_606, contig_612, contig_619, contig_623, contig_684, contig_688","115817, 1276697, 60637, 937098, 337915, 59185, 76582, 214199, 569447, 655398","21, 21, 20, 21, 22, 22, 19, 24, 19, 21",21,0.885,366.5803751803752,4302975,0.39,3465,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900766195,GCA_900766195.1,98.07,0.781,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,,,bc2115,metabat2.33,3.0
semibin2_1,100.0,0.26,12,"contig_2372, contig_2373, contig_325, contig_387, contig_497, contig_498, contig_499, contig_500, contig_501, contig_502, contig_504, contig_59","234553, 52074, 620692, 526789, 773120, 285063, 38909, 496142, 40080, 492361, 785172, 779977","12, 7, 9, 9, 11, 13, 18, 11, 21, 13, 13, 11",12,0.878,318.4937407171653,5124932,0.61,4713,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas sp030064165,GCF_030064165.1,97.61,0.824,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,"GCA_031277805.1, s__Comamonas sp031277805, 95.0, 91.05, 0.795; GCA_019236485.1, s__Comamonas sp019236485, 95.0, 87.45, 0.421; GCF_000739375.1, s__Comamonas testosteroni_B, 95.0, 86.71, 0.46; GCF_000964545.1, s__Comamonas thiooxydans, 95.0, 86.66, 0.473; GCF_014076415.1, s__Comamonas testosteroni_F, 95.0, 86.65, 0.466; GCF_030505195.1, s__Comamonas testosteroni_G, 95.0, 86.63, 0.464; GCF_000761245.1, s__Comamonas testosteroni_C, 95.0, 86.51, 0.471; GCF_011752915.1, s__Comamonas sp011752915, 95.0, 86.46, 0.443; GCF_008326825.1, s__Comamonas testosteroni_H, 95.0, 86.45, 0.476; GCF_000241525.1, s__Comamonas testosteroni, 95.0, 86.35, 0.466; GCF_009360615.1, s__Comamonas sp009360615, 95.0, 85.66, 0.396; GCF_019186805.1, s__Comamonas fluminis, 95.0, 85.51, 0.462; GCA_008727115.1, s__Comamonas testosteroni_E, 95.0, 85.26, 0.401; GCA_003569915.1, s__Comamonas testosteroni_D, 95.0, 84.81, 0.419; GCF_001544075.1, s__Comamonas terrae, 95.0, 84.17, 0.322; GCA_014637085.1, s__Comamonas phosphati, 95.0, 84.16, 0.299; GCF_002754475.1, s__Comamonas sp002754475, 95.0, 83.65, 0.368; GCF_012844455.2, s__Comamonas suwonensis, 95.0, 83.64, 0.35; GCF_900564145.1, s__Comamonas sp900564145, 95.0, 83.46, 0.311; GCF_019355935.1, s__Comamonas sp019355935, 95.0, 81.59, 0.247; GCF_001598795.1, s__Comamonas acidovorans, 95.43, 80.5, 0.152",,bc2115,semibin2_1,1.0
semibin2_3,100.0,0.41,22,"contig_1229, contig_1725, contig_2405, contig_2424, contig_243, contig_244, contig_245, contig_246, contig_2474, contig_2501, contig_2528, contig_2529, contig_2535, contig_2588, contig_2606, contig_2642, contig_2650, contig_2666, contig_2709, contig_350, contig_471, contig_650","17424, 30221, 240424, 309248, 416325, 415874, 39227, 342566, 144969, 251454, 58704, 166620, 58144, 170500, 437331, 181486, 94383, 88714, 206046, 324665, 46415, 116969","8, 7, 6, 9, 9, 9, 9, 11, 7, 8, 7, 7, 7, 7, 8, 8, 6, 6, 8, 6, 6, 7",7,0.881,321.9939377965208,4157709,0.41,3794,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter sp000369525,GCF_000369525.1,,,taxonomic classification defined by topology and ANI,topological placement and ANI have incongruent species assignments,"GCF_000369525.1, s__Acinetobacter sp000369525, 95.0, 96.99, 0.866; GCF_023702715.1, s__Acinetobacter sp023702715, 95.0, 93.32, 0.808; GCF_000400715.1, s__Acinetobacter sp000400715, 95.0, 93.31, 0.802; GCF_013072695.1, s__Acinetobacter sp013072695, 95.0, 92.92, 0.804; GCF_000369485.1, s__Acinetobacter dispersus, 95.0, 92.21, 0.728; GCF_000367945.1, s__Acinetobacter proteolyticus, 95.0, 91.81, 0.784; GCF_023702675.1, s__Acinetobacter sp011753255, 95.0, 90.96, 0.767; GCF_000413855.1, s__Acinetobacter gyllenbergii, 95.0, 90.57, 0.732; GCF_000369405.1, s__Acinetobacter sp000369405, 95.0, 88.76, 0.638; GCF_000369805.1, s__Acinetobacter sp000369805, 95.0, 88.53, 0.657; GCF_000413935.1, s__Acinetobacter colistiniresistens, 95.0, 88.07, 0.652; GCF_024582815.1, s__Acinetobacter sp000369645, 95.0, 87.82, 0.637; GCF_014635545.1, s__Acinetobacter courvalinii, 95.0, 86.33, 0.523; GCF_014635885.1, s__Acinetobacter vivianii, 95.0, 86.19, 0.509; GCF_027105055.1, s__Acinetobacter sp027105055, 95.0, 84.76, 0.41; GCF_014636095.1, s__Acinetobacter modestus, 95.0, 84.44, 0.378; GCF_000805455.1, s__Acinetobacter sp000805455, 95.0, 84.43, 0.409; GCA_913777945.1, s__Acinetobacter sp913777945, 95.0, 84.27, 0.213; GCF_000369005.1, s__Acinetobacter beijerinckii, 95.0, 84.16, 0.399; GCF_002165255.2, s__Acinetobacter sp002165255, 95.0, 84.09, 0.381; GCF_000374425.1, s__Acinetobacter tjernbergiae, 95.0, 84.09, 0.353; GCF_022549495.1, s__Acinetobacter sp003987695, 95.0, 83.85, 0.35; GCF_000368585.1, s__Acinetobacter venetianus, 95.0, 83.5, 0.362; GCF_900406815.1, s__Acinetobacter haemolyticus_A, 95.0, 82.76, 0.284; GCF_022549355.1, s__Acinetobacter sp022549355, 95.0, 82.66, 0.326; GCF_030053775.1, s__Acinetobacter sp030053775, 95.0, 82.53, 0.242; GCF_000368765.1, s__Acinetobacter junii, 95.0, 82.51, 0.279; GCF_000369505.1, s__Acinetobacter sp000369505, 95.0, 82.35, 0.294; GCF_004208515.1, s__Acinetobacter halotolerans, 95.0, 82.27, 0.294; GCA_008017255.1, s__Acinetobacter sp008017255, 95.0, 82.25, 0.153; GCF_000369065.1, s__Acinetobacter haemolyticus, 95.0, 82.12, 0.272; GCF_000368025.1, s__Acinetobacter parvus, 95.0, 82.06, 0.286; GCF_008630915.1, s__Acinetobacter sp008630915, 95.0, 81.98, 0.291",,bc2115,semibin2_3,1.0
metabat2.17,89.24,1.19,29,"contig_1019, contig_1190, contig_120, contig_1269, contig_129, contig_161, contig_1714, contig_1779, contig_2139, contig_232, contig_2476, contig_2490, contig_2503, contig_2516, contig_2518, contig_2526, contig_2632, contig_2683, contig_281, contig_41, contig_602, contig_604, contig_611, contig_613, contig_621, contig_624, contig_683, contig_687, contig_937","85567, 264144, 113500, 48203, 58896, 104248, 63089, 78063, 90838, 286963, 32100, 126983, 176356, 237239, 66482, 65398, 35964, 84115, 186115, 49680, 62636, 275005, 253524, 81676, 69378, 137234, 302935, 350629, 62409","9, 11, 9, 9, 6, 11, 10, 12, 11, 9, 3, 10, 9, 9, 11, 8, 9, 7, 10, 8, 7, 9, 11, 9, 9, 11, 10, 11, 7",9,0.886,365.1385059313882,3849369,0.4,3119,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900766195,GCA_900766195.1,97.55,0.745,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,,,bc2115,metabat2.17,3.0
semibin2_18,51.31,0.19,43,"contig_1074, contig_1149, contig_1172, contig_1313, contig_1400, contig_1403, contig_1519, contig_1578, contig_1610, contig_1639, contig_168, contig_1764, contig_179, contig_1806, contig_1899, contig_193, contig_1945, contig_1997, contig_200, contig_2043, contig_2086, contig_2174, contig_2330, contig_2356, contig_2427, contig_2456, contig_2457, contig_2509, contig_2677, contig_329, contig_340, contig_368, contig_369, contig_370, contig_371, contig_580, contig_582, contig_585, contig_587, contig_75, contig_845, contig_935, contig_956","59679, 27472, 25086, 14956, 64673, 63004, 21284, 16932, 28148, 22926, 61826, 48259, 18823, 13849, 12113, 68452, 71052, 29105, 20489, 26392, 57327, 65534, 60414, 51392, 37946, 24424, 28917, 45444, 26374, 70082, 30722, 18181, 13786, 58128, 27493, 28227, 47103, 19676, 12712, 72382, 22358, 19299, 39913","4, 2, 2, 3, 3, 4, 3, 3, 2, 2, 4, 4, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 4, 4, 3, 2, 3, 3, 2, 3, 2, 3, 2, 3",2,0.839,265.2225519287834,1592354,0.46,1685,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus paracasei,GCF_000829035.1,97.85,0.802,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,,,bc2115,semibin2_18,6.0
complete.4,99.99,0.0,1,contig_1681,2482453,15,15,0.92,323.5874363327674,2482453,0.71,2356,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Schumannella;s__,,87.45,0.572,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,bc2116,complete.4,5.0
complete.10,99.95,0.73,1,contig_310,4648789,11,11,0.882,321.5122123062471,4648789,0.64,4258,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Gluconacetobacter;s__Gluconacetobacter dulcium,GCF_014174165.1,96.4,0.735,taxonomic classification defined by topology and ANI,topological placement and ANI have congruent species assignments,"GCF_003350405.1, s__Gluconacetobacter liquefaciens, 95.0, 93.35, 0.713; GCF_014174275.1, s__Gluconacetobacter takamatsuzukensis, 95.0, 88.26, 0.582; GCF_014174395.1, s__Gluconacetobacter aggeris, 95.0, 88.23, 0.537; GCF_014174215.1, s__Gluconacetobacter tumulicola, 95.73, 88.2, 0.539; GCF_014174375.1, s__Gluconacetobacter asukensis, 95.8, 88.1, 0.539; GCF_025994535.1, s__Gluconacetobacter sacchari, 95.0, 87.13, 0.436; GCF_000021325.1, s__Gluconacetobacter diazotrophicus, 95.0, 83.1, 0.25; GCF_025994435.1, s__Gluconacetobacter johannae, 95.0, 82.17, 0.219; GCF_025994355.1, s__Gluconacetobacter azotocaptans, 95.0, 82.06, 0.18; GCF_014174155.1, s__Gluconacetobacter tumulisoli, 95.0, 81.27, 0.174",,bc2116,complete.10,4.0
metabat2.7,83.75,0.0,1,contig_265,2799655,13,13,0.91,316.435687732342,2799655,0.62,2690,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__,,85.49,0.251,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_013911745.1, s__Sphingobium sp013911745, 95.0, 81.35, 0.164; GCF_009720145.1, s__Sphingobium sp009720145, 95.0, 81.3, 0.205; GCF_003967075.1, s__Sphingobium amiense, 95.0, 81.29, 0.21; GCF_001556865.1, s__Sphingobium sp001556865, 95.0, 80.97, 0.186; GCF_029590555.1, s__Sphingobium sp001650725, 95.0, 80.76, 0.188; GCF_000315525.1, s__Sphingobium yanoikuyae, 95.0, 80.61, 0.172; GCF_024349785.1, s__Sphingobium bisphenolicum, 95.0, 80.58, 0.197; GCF_013393185.1, s__Sphingobium lactosutens_A, 95.0, 80.56, 0.2; GCA_016000085.1, s__Sphingobium sp016000085, 95.0, 80.55, 0.151; GCF_030128825.1, s__Sphingobium sp030128825, 95.0, 80.52, 0.174; GCF_022758885.1, s__Sphingobium sp022758885, 95.0, 80.5, 0.171; GCF_000508185.1, s__Sphingobium sp000508185, 95.0, 80.42, 0.172; GCA_020782235.1, s__Sphingobium naphthae, 95.0, 80.39, 0.206; GCF_013001025.1, s__Sphingobium yanoikuyae_A, 95.0, 80.39, 0.169; GCF_900109095.1, s__Sphingobium sp900109095, 95.0, 80.34, 0.181; GCF_004152865.1, s__Sphingobium cupriresistens, 95.0, 80.32, 0.188; GCF_003248505.1, s__Sphingobium sp003248505, 95.0, 80.3, 0.151; GCF_030580935.1, s__Sphingobium sp030580935, 95.0, 80.27, 0.175; GCF_014280435.1, s__Sphingobium sp014280435, 95.0, 80.24, 0.161; GCF_000367345.1, s__Sphingobium xenophagum, 95.0, 80.19, 0.153; GCA_021849075.1, s__Sphingobium sp021849075, 95.0, 80.17, 0.182; GCF_000281715.2, s__Sphingobium sp000281715, 95.0, 80.06, 0.163; GCF_008710155.1, s__Sphingobium limneticum, 95.0, 80.0, 0.175; GCA_030824575.1, s__Sphingobium sp030824575, 95.0, 79.97, 0.151; GCF_026427355.1, s__Sphingobium sp026427355, 95.0, 79.96, 0.151; GCF_001421665.1, s__Sphingobium sp001421665, 95.0, 79.93, 0.168; GCF_000445105.1, s__Sphingobium lactosutens, 95.0, 79.92, 0.153; GCF_900111125.1, s__Sphingobium sp900111125, 95.0, 79.82, 0.182; GCA_021847605.1, s__Sphingobium sp021847605, 95.0, 79.82, 0.166; GCF_900013425.1, s__Sphingobium sp900013425, 95.0, 79.81, 0.154; GCF_019097845.1, s__Sphingobium sp019097845, 95.0, 79.7, 0.151; GCF_012927105.1, s__Sphingobium psychrophilum, 95.0, 79.68, 0.157; GCF_014197035.1, s__Sphingobium scionense, 95.0, 79.61, 0.17; GCF_003591655.1, s__Sphingobium terrigena, 95.0, 79.38, 0.151; GCF_020782245.1, s__Sphingobium soli, 95.0, 79.37, 0.155",,bc2116,metabat2.7,4.0
